clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id
taxonomia eng-036,Taxonomía ENG-036,Taxonomía ENG-036,1,1,ENG,1,ENG-036,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-037,Taxonomía ENG-037,Taxonomía ENG-037,1,1,ENG,1,ENG-037,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-038,Taxonomía ENG-038,Taxonomía ENG-038,1,1,ENG,1,ENG-038,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-039,Taxonomía ENG-039,Taxonomía ENG-039,1,1,ENG,1,ENG-039,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-040,Taxonomía ENG-040,Taxonomía ENG-040,1,1,ENG,1,ENG-040,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-041,Taxonomía ENG-041,Taxonomía ENG-041,1,1,ENG,1,ENG-041,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-042,Taxonomía ENG-042,Taxonomía ENG-042,1,1,ENG,1,ENG-042,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-043,Taxonomía ENG-043,Taxonomía ENG-043,1,1,ENG,1,ENG-043,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-044,Taxonomía ENG-044,Taxonomía ENG-044,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-045,Taxonomía ENG-045,Taxonomía ENG-045,1,1,ENG,1,ENG-045,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-046,Taxonomía ENG-046,Taxonomía ENG-046,1,1,ENG,1,ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-047,Taxonomía ENG-047,Taxonomía ENG-047,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-048,Taxonomía ENG-048,Taxonomía ENG-048,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-049,Taxonomía ENG-049,Taxonomía ENG-049,1,1,ENG,1,ENG-049,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-050,Taxonomía ENG-050,Taxonomía ENG-050,1,1,ENG,1,ENG-050,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-051,Taxonomía ENG-051,Taxonomía ENG-051,1,1,ENG,1,ENG-051,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-052,Taxonomía ENG-052,Taxonomía ENG-052,1,1,ENG,1,ENG-052,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-053,Taxonomía ENG-053,Taxonomía ENG-053,1,1,ENG,1,ENG-053,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-054,Taxonomía ENG-054,Taxonomía ENG-054,1,1,ENG,1,ENG-054,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-055,Taxonomía ENG-055,Taxonomía ENG-055,1,1,ENG,1,ENG-055,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-056,Taxonomía ENG-056,Taxonomía ENG-056,1,1,ENG,1,ENG-056,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-057,Taxonomía ENG-057,Taxonomía ENG-057,1,1,ENG,1,ENG-057,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-058,Taxonomía ENG-058,Taxonomía ENG-058,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-059,Taxonomía ENG-059,Taxonomía ENG-059,1,1,ENG,1,ENG-059,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-060,Taxonomía ENG-060,Taxonomía ENG-060,1,1,ENG,1,ENG-060,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-061,Taxonomía ENG-061,Taxonomía ENG-061,1,1,ENG,1,ENG-061,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-062,Taxonomía ENG-062,Taxonomía ENG-062,1,1,ENG,1,ENG-062,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-063,Taxonomía ENG-063,Taxonomía ENG-063,1,1,ENG,1,ENG-063,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-064,Taxonomía ENG-064,Taxonomía ENG-064,1,1,ENG,1,ENG-064,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-065,Taxonomía ENG-065,Taxonomía ENG-065,1,1,ENG,1,ENG-065,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-066,Taxonomía ENG-066,Taxonomía ENG-066,1,1,ENG,1,ENG-066,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-067,Taxonomía ENG-067,Taxonomía ENG-067,1,1,ENG,1,ENG-067,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-068,Taxonomía ENG-068,Taxonomía ENG-068,1,1,ENG,1,ENG-068,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-069,Taxonomía ENG-069,Taxonomía ENG-069,1,1,ENG,1,ENG-069,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-070,Taxonomía ENG-070,Taxonomía ENG-070,1,1,ENG,1,ENG-070,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-071,Taxonomía ENG-071,Taxonomía ENG-071,1,1,ENG,1,ENG-071,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-072,Taxonomía ENG-072,Taxonomía ENG-072,1,1,ENG,1,ENG-072,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-073,Taxonomía ENG-073,Taxonomía ENG-073,1,1,ENG,1,ENG-073,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-074,Taxonomía ENG-074,Taxonomía ENG-074,1,1,ENG,1,ENG-074,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-075,Taxonomía ENG-075,Taxonomía ENG-075,1,1,ENG,1,ENG-075,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-076,Taxonomía ENG-076,Taxonomía ENG-076,1,1,ENG,1,ENG-076,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-077,Taxonomía ENG-077,Taxonomía ENG-077,1,1,ENG,1,ENG-077,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-078,Taxonomía ENG-078,Taxonomía ENG-078,1,1,ENG,1,ENG-078,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-079,Taxonomía ENG-079,Taxonomía ENG-079,1,1,ENG,1,ENG-079,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-080,Taxonomía ENG-080,Taxonomía ENG-080,1,1,ENG,1,ENG-080,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
taxonomia eng-081,Taxonomía ENG-081,Taxonomía ENG-081,1,1,ENG,1,ENG-081,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technical custodian,Technical Custodian,Technical Custodian,1,1,ENG,1,ENG-081,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technical debt,Technical Debt,Technical Debt,1,2,ENG,1,ENG-075,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technical debt bad code,Technical Debt ≠ Bad Code,Technical Debt ≠ Bad Code,1,1,ENG,1,ENG-075,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technical debt registry,Technical Debt Registry,Technical Debt Registry,1,1,ENG,1,ENG-075,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technical failure,Technical Failure,Technical Failure,1,1,ENG,1,ENG-052,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technical metadata,Technical Metadata,Technical Metadata,1,2,ENG,2,ENG-090;ENG-093,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technical recovery exercise,Technical Recovery Exercise,Technical Recovery Exercise,1,1,ENG,1,ENG-076,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technology equal semantic,Technology Equals Semantics,Technology Equals Semantics,1,1,ENG,1,ENG-038,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technology independence,Technology Independence,Technology Independence,1,3,ENG,3,ENG-022;ENG-025;ENG-035,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
technology leakage,Technology Leakage,Technology Leakage,1,1,ENG,1,ENG-005,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technology lock-in,Technology Lock-in,Technology Lock-in,1,1,ENG,1,ENG-008,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technology name,Technology Names,Technology Names,1,1,ENG,1,ENG-005,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
technology neutrality,Technology Neutrality,Technology Neutrality,1,4,ENG,4,ENG-020;ENG-021;ENG-023;ENG-030,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
technology semantic,Technology ≠ Semantics,Technology ≠ Semantics,1,1,ENG,1,ENG-037,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetria,Telemetría,Telemetría,1,1,ENG,1,ENG-007,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry,Telemetry,Telemetry,1,4,ENG,2,ENG-025;ENG-082,DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
telemetry access,Telemetry Access,Telemetry Access,1,1,ENG,1,ENG-028,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry baseline,Telemetry Baseline,Telemetry Baseline,1,1,ENG,1,ENG-026,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry buffer,Telemetry Buffer,Telemetry Buffer,1,1,ENG,1,ENG-026,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry cardinality,Telemetry Cardinality,Telemetry Cardinality,1,1,ENG,1,ENG-039,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry chang behavior,Telemetry Changes Behavior,Telemetry Changes Behavior,1,1,ENG,1,ENG-025,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry context,Telemetry Context,Telemetry Context,1,1,ENG,1,ENG-025,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry export,Telemetry Export,Telemetry Export,1,1,ENG,1,ENG-025,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry field are not automatically business contract,Telemetry Fields Are Not Automatically Business Contract,Telemetry Fields Are Not Automatically Business Contract,1,1,ENG,1,ENG-021,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry flush,Telemetry Flush,Telemetry Flush,1,1,ENG,1,ENG-027,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry loss,Telemetry Loss,Telemetry Loss,1,1,ENG,1,ENG-025,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry provider,Telemetry Provider,Telemetry Provider,1,1,ENG,1,ENG-025,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry recursion,Telemetry Recursion,Telemetry Recursion,1,2,ENG,1,ENG-025,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry retention,Telemetry Retention,Telemetry Retention,1,1,ENG,1,ENG-025,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry schema,Telemetry Schema,Telemetry Schema,1,1,ENG,1,ENG-025,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
telemetry transport,Telemetry Transport,Telemetry Transport,1,1,ENG,1,ENG-025,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tell dont mutate,"Tell, Don't Mutate","Tell, Don't Mutate",1,1,ENG,1,ENG-034,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
templat,/templates,/templates,1,1,ENG,1,ENG-006,CODIGO_INLINE,0,BAJA_SEÑAL,NO,NO_ASIGNADO
template drift,Template Drift,Template Drift,1,1,ENG,1,ENG-008,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
template engine,Template Engine,Template Engine,1,4,ARQ,1,ARQ-010,DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,2,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
template identity,Template Identity,Template Identity,1,1,ENG,1,ENG-008,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
template injection,Template Injection,Template Injection,1,1,ENG,1,ENG-063,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
template name,Template Names,Template Names,1,1,ENG,1,ENG-005,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
template sandbox,Template Sandbox,Template Sandbox,1,1,ENG,1,ENG-008,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
template version,Template Version,Template Version,1,1,ENG,1,ENG-008,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporal ambiguity,Temporal Ambiguity,Temporal Ambiguity,1,1,ENG,1,ENG-035,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporal compatibility,Temporal Compatibility,Temporal Compatibility,1,1,ENG,1,ENG-021,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporal coupling,Temporal Coupling,Temporal Coupling,1,1,ENG,1,ENG-022,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporary artifact,Temporary Artifacts,Temporary Artifacts,1,1,ENG,1,ENG-094,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporary debug code,Temporary Debug Code,Temporary Debug Code,1,1,ENG,1,ENG-075,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporary divergence,Temporary Divergence,Temporary Divergence,1,1,ENG,1,ENG-078,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporary download,Temporary Download,Temporary Download,1,1,ENG,1,ENG-013,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporary feature,Temporary Feature,Temporary Feature,1,1,ENG,1,ENG-050,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporary file,Temporary Files,Temporary Files,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporary not ready,Temporary Not Ready,Temporary Not Ready,1,1,ENG,1,ENG-069,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporary object,Temporary Objects,Temporary Objects,1,1,ENG,1,ENG-026,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporary privilege,Temporary Privilege,Temporary Privilege,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporary repair,Temporary Repair,Temporary Repair,1,1,ENG,1,ENG-075,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
temporary upgrade flag,Temporary Upgrade Flags,Temporary Upgrade Flags,1,1,ENG,1,ENG-066,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant,Tenant,Tenant,1,8,ENG,6,ENG-034;ENG-035;ENG-037;ENG-048;ENG-056;ENG-068,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
tenant access,Tenant Access,Tenant Access,1,1,ENG,1,ENG-060,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant activation,Tenant Activation,Tenant Activation,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant administrator,Tenant Administrator,Tenant Administrator,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant analytic,Tenant Analytics,Tenant Analytics,1,1,ENG,1,ENG-082,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant api,Tenant API,Tenant API,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant as shard key,Tenant as Shard Key,Tenant as Shard Key,1,1,ENG,1,ENG-043,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant authorization,Tenant Authorization,Tenant Authorization,1,1,ENG,1,ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant backup,Tenant Backup,Tenant Backup,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant boundary,Tenant Boundary,Tenant Boundary,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant bulkhead,Tenant Bulkhead,Tenant Bulkhead,1,1,ENG,1,ENG-039,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant burst,Tenant Burst,Tenant Burst,1,1,ENG,1,ENG-071,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant cache,Tenant Cache,Tenant Cache,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant capacity budget,Tenant Capacity Budget,Tenant Capacity Budget,1,1,ENG,1,ENG-071,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant cardinality,Tenant Cardinality,Tenant Cardinality,1,1,ENG,1,ENG-050,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant change mid-transaction,Tenant Change Mid-Transaction,Tenant Change Mid-Transaction,1,1,ENG,1,ENG-042,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant configuration,Tenant Configuration,Tenant Configuration,1,2,ENG,2,ENG-048;ENG-049,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant configuration cache,Tenant Configuration Cache,Tenant Configuration Cache,1,1,ENG,1,ENG-049,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant configuration isolation,Tenant Configuration Isolation,Tenant Configuration Isolation,1,1,ENG,1,ENG-049,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant configuration leakage,Tenant Configuration Leakage,Tenant Configuration Leakage,1,1,ENG,1,ENG-049,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant configuration precedence,Tenant Configuration Precedence,Tenant Configuration Precedence,1,1,ENG,1,ENG-049,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant configuration provider,Tenant Configuration Provider,Tenant Configuration Provider,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant configuration test,Tenant Configuration Test,Tenant Configuration Test,1,1,ENG,1,ENG-049,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant context,Tenant Context,Tenant Context,1,6,ENG,6,ENG-038;ENG-043;ENG-044;ENG-046;ENG-048;ENG-056,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
tenant context global variable,Tenant Context ≠ Global Variable,Tenant Context ≠ Global Variable,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant context immutability,Tenant Context Immutability,Tenant Context Immutability,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant context loss,Tenant Context Loss,Tenant Context Loss,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant context manager,Tenant Context Manager,Tenant Context Manager,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant context merge,Tenant Context Merge,Tenant Context Merge,1,1,ENG,1,ENG-056,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant context mismatch example,Tenant Context Mismatch Example,Tenant Context Mismatch Example,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant context propagation,Tenant Context Propagation,Tenant Context Propagation,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant context required,Tenant Context Required,Tenant Context Required,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant context test,Tenant Context Test,Tenant Context Test,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant count scaling,Tenant Count Scaling,Tenant Count Scaling,1,1,ENG,1,ENG-072,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant data residency,Tenant Data Residency,Tenant Data Residency,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant database,Tenant ≠ Database,Tenant ≠ Database,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant database resolver,Tenant Database Resolver,Tenant Database Resolver,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant decision leakage,Tenant Decision Leakage,Tenant Decision Leakage,1,1,ENG,1,ENG-051,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant deletion,Tenant Deletion,Tenant Deletion,1,2,ENG,2,ENG-048;ENG-077,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant deprovisioning,Tenant Deprovisioning,Tenant Deprovisioning,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant diagnose,tenant:diagnose,tenant:diagnose,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant discovery,Tenant Discovery,Tenant Discovery,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant encryption,Tenant Encryption,Tenant Encryption,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant enforcement,Tenant Enforcement,Tenant Enforcement,1,1,ENG,1,ENG-043,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant error,Tenant Error,Tenant Error,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant escape,Tenant Escape,Tenant Escape,1,1,ENG,1,ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant example,Tenant Example,Tenant Example,1,1,ENG,1,ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant export,Tenant Export,Tenant Export,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant failure isolation,Tenant Failure Isolation,Tenant Failure Isolation,1,1,ENG,1,ENG-073,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant feature,Tenant Feature,Tenant Feature,1,1,ENG,1,ENG-050,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant feature administration,Tenant Feature Administration,Tenant Feature Administration,1,1,ENG,1,ENG-050,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant feature isolation,Tenant Feature Isolation,Tenant Feature Isolation,1,1,ENG,1,ENG-050,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant file,Tenant File,Tenant File,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant filter,Tenant Filter,Tenant Filter,1,2,ENG,2,ENG-043;ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant filter by convention,Tenant Filter by Convention,Tenant Filter by Convention,1,1,ENG,1,ENG-043,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant filter example,Tenant Filter Example,Tenant Filter Example,1,1,ENG,1,ENG-043,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant from header,Tenant from Header,Tenant from Header,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant governance,Tenant Governance,Tenant Governance,1,1,ENG,1,ENG-081,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant header,Tenant Header,Tenant Header,1,2,ENG,2,ENG-041;ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant header trust,Tenant Header Trust,Tenant Header Trust,1,1,ENG,1,ENG-041,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant id,Tenant ID,Tenant ID,1,2,ENG,2,ENG-024;ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant id as metric label,Tenant ID as Metric Label,Tenant ID as Metric Label,1,1,ENG,1,ENG-071,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant id from header,Tenant ID from Header,Tenant ID from Header,1,1,ENG,1,ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant id metric label,Tenant ID Metric Label,Tenant ID Metric Label,1,2,ENG,2,ENG-044;ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant identifier integrity,Tenant Identifier Integrity,Tenant Identifier Integrity,1,1,ENG,1,ENG-079,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant identity,Tenant Identity,Tenant Identity,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant immutability,Tenant Immutability,Tenant Immutability,1,1,ENG,1,ENG-056,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
tenant import,Tenant Import,Tenant Import,1,1,ENG,1,ENG-048,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
