clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id
manifest,Manifest,Manifest,1,16,ARQ;ENG,7,ARQ-004;ARQ-017;ENG-002;ENG-003;ENG-005;ENG-011;ENG-020,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL;TERMINO_DESTACADO,5,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
manifest integration,Manifest Integration,Manifest Integration,1,4,ENG,4,ENG-007;ENG-017;ENG-020;ENG-021,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
manifest schema,Manifest Schema,Manifest Schema,1,2,ENG,2,ENG-009;ENG-060,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
manifest test,Manifest Test,Manifest Test,1,3,ENG,3,ENG-028;ENG-060;ENG-067,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
manifest validation,Manifest Validation,Manifest Validation,1,5,ENG,5,ENG-008;ENG-017;ENG-027;ENG-060;ENG-067,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
mapping,Mapping,Mapping,1,3,ENG,3,ENG-031;ENG-034;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
mass assignment,Mass Assignment,Mass Assignment,1,3,ENG,2,ENG-044;ENG-046,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
mef,MEF,MEF; mef,2,4,ENG;FND,2,ENG-007;FND-000,CODIGO_INLINE;DEFINICION_EXPLICITA,2,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
mef health,mef health,mef health,1,4,ENG,2,ENG-025;ENG-069,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
mef modular enterprise framework,MEF (Modular Enterprise Framework),MEF (Modular Enterprise Framework),1,102,ARQ;ENG;FND,102,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-002;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-095;ENG-096;ENG-097;ENG-098;ENG-099;ENG-100;FND-000;FND-001;FND-002,TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
mef no,MEF no,MEF no,1,1,FND,1,FND-000,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
memory,Memory,Memory,1,4,ENG,4,ENG-019;ENG-020;ENG-036;ENG-070,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
message,Message,Message; message,2,5,ENG,3,ENG-023;ENG-036;ENG-041,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
messaging,Messaging,Messaging,1,4,ENG,2,ENG-041;ENG-077,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
messaging engineering,Messaging Engineering,Messaging Engineering,1,3,ENG,2,ENG-040;ENG-041,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
messaging integration,Messaging Integration,Messaging Integration,1,13,ENG,13,ENG-032;ENG-042;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-054;ENG-055;ENG-064,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
metadata,Metadata,Metadata; metadata,2,13,ENG,9,ENG-003;ENG-020;ENG-022;ENG-023;ENG-032;ENG-057;ENG-082;ENG-086;ENG-092,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
metadata conflict,Metadata Conflict,Metadata Conflict,1,3,ENG,2,ENG-016;ENG-020,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
metadata engineering,Metadata Engineering,Metadata Engineering,1,5,ENG,2,ENG-056;ENG-057,CODIGO_INLINE;ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
metadata integration,Metadata Integration,Metadata Integration,1,3,ENG,3,ENG-090;ENG-091;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
metadata query,Metadata Query,Metadata Query; metadata:query,2,3,ENG,1,ENG-057,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
metadata registry,Metadata Registry,Metadata Registry; Metadata ≠ Registry,2,3,ENG,1,ENG-057,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
metadata validation,Metadata Validation,Metadata Validation,1,3,ENG,3,ENG-016;ENG-020;ENG-057,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
metric,Metrics,Metrics,1,41,ENG,40,ENG-015;ENG-017;ENG-019;ENG-020;ENG-022;ENG-025;ENG-031;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-085,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
metric cardinality,Metric Cardinality,Metric Cardinality,1,4,ENG,4,ENG-047;ENG-050;ENG-051;ENG-053,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
metric dimension,Metric Dimensions,Metric Dimensions,1,4,ENG,4,ENG-031;ENG-044;ENG-045;ENG-046,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
metric label,Metric Labels,Metric Labels,1,28,ENG,28,ENG-025;ENG-041;ENG-049;ENG-052;ENG-054;ENG-055;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-082;ENG-088;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
mfa,MFA,MFA; mfa,2,3,ENG,3,ENG-016;ENG-024;ENG-045,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration,Migration,Migration; Migrations,2,11,ENG,9,ENG-003;ENG-013;ENG-014;ENG-030;ENG-035;ENG-036;ENG-040;ENG-041;ENG-065,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration checksum,Migration Checksum,Migration Checksum,1,3,ENG,2,ENG-030;ENG-065,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration compatibility,Migration Compatibility,Migration Compatibility; Migration ≠ Compatibility,2,6,ENG,6,ENG-014;ENG-016;ENG-030;ENG-053;ENG-062;ENG-066,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration engineering,Migration Engineering,Migration Engineering,1,4,ENG,2,ENG-064;ENG-065,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration failure,Migration Failure,Migration Failure,1,3,ENG,3,ENG-030;ENG-060;ENG-065,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration integration,Migration Integration,Migration Integration,1,4,ENG,4,ENG-067;ENG-068;ENG-071;ENG-073,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration lock,Migration Lock,Migration Lock; migration:lock,2,3,ENG,2,ENG-030;ENG-065,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration ordering,Migration Ordering,Migration Ordering,1,4,ENG,4,ENG-030;ENG-060;ENG-065;ENG-066,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration ownership,Migration Ownership,Migration Ownership,1,4,ENG,4,ENG-028;ENG-030;ENG-060;ENG-065,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration plan,Migration Plan,Migration Plan; migration plan; migration:plan,3,5,ENG,3,ENG-030;ENG-052;ENG-065,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration rollback,Migration Rollback,Migration Rollback; migration:rollback,2,3,ENG,2,ENG-062;ENG-065,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration status,migration status,Migration Status; migration status; migration:status,3,4,ENG,2,ENG-030;ENG-065,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration test,Migration Test,Migration Test,1,5,ENG,5,ENG-030;ENG-048;ENG-052;ENG-057;ENG-062,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
migration validation,Migration Validation,Migration Validation,1,3,ENG,3,ENG-030;ENG-036;ENG-065,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
minimal implementation,Minimal Implementation,Minimal Implementation,1,3,ENG,3,ENG-015;ENG-018;ENG-020,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
misfire,Misfire,Misfire,1,3,ENG,1,ENG-040,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
mision,Misión,Misión,1,1,FND,1,FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
mision de mef,misión de MEF,misión de MEF,1,1,FND,1,FND-002,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
missing dependency,Missing Dependency,Missing Dependency,1,5,ENG,5,ENG-013;ENG-018;ENG-027;ENG-028;ENG-060,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
modelo arquitectonico,Modelo Arquitectónico,Modelo Arquitectónico,1,4,ARQ,4,ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
modelo conceptual,Modelos Conceptuales,Modelo Conceptual; Modelos Conceptuales,2,11,ENG,11,ENG-010;ENG-011;ENG-086;ENG-087;ENG-088;ENG-089;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
modelo de generacion,Modelo de Generación,Modelo de Generación,1,1,ARQ,1,ARQ-010,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
modelo general,Modelo General,Modelo General,1,4,ENG,4,ENG-012;ENG-016;ENG-017;ENG-019,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
modul,Modules,/modules; Modules,2,5,ARQ;ENG,3,ARQ-004;ENG-001;ENG-006,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
modul de dominio,Modules de dominio,Modules de dominio,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
modul de integracion,Modules de integración,Modules de integración,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
modul tecnico,Modules técnicos,Modules técnicos,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
module,Module,Module,1,8,ARQ;ENG,5,ARQ-004;ENG-002;ENG-013;ENG-020;ENG-028,CODIGO_INLINE;ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
module boundary,Module Boundary,Module Boundary,1,5,ENG,5,ENG-018;ENG-028;ENG-034;ENG-035;ENG-043,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module capability,Module Capabilities,Module Capabilities; module capabilities,2,4,ENG,2,ENG-024;ENG-028,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module compatibility,Module Compatibility,Module Compatibility,1,4,ENG,3,ENG-014;ENG-016;ENG-028,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module configuration,Module Configuration,Module Configuration,1,3,ENG,3,ENG-011;ENG-028;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module contract,Module Contract,Module Contract; module contracts,2,6,ENG,4,ENG-002;ENG-021;ENG-027;ENG-028,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module engineering,Module Engineering,Module Engineering,1,3,ENG,3,ENG-028;ENG-029;ENG-030,DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
module graph,Module Graph,Module Graph; module graph,2,4,ENG,2,ENG-027;ENG-028,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module identity,Module Identity,Module Identity,1,4,ENG,3,ENG-024;ENG-027;ENG-028,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module inspect,module inspect,module inspect,1,4,ENG,2,ENG-007;ENG-028,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module integration,Module Integration,Module Integration,1,17,ENG,17,ENG-029;ENG-030;ENG-035;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-051;ENG-052;ENG-053;ENG-054,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module isolation,Module Isolation,Module Isolation,1,7,ENG,7,ENG-019;ENG-024;ENG-028;ENG-044;ENG-048;ENG-053;ENG-074,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module lifecycle,Module Lifecycle,Module Lifecycle,1,4,ENG,4,ENG-015;ENG-027;ENG-028;ENG-055,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module manifest,Module Manifest,Module Manifest,1,3,ENG,3,ENG-025;ENG-028;ENG-030,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module metadata,Module Metadata,Module Metadata,1,4,ENG,4,ENG-020;ENG-027;ENG-028;ENG-031,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module monolitico,Module monolítico,Module monolítico,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
module scope,Module Scope,Module Scope,1,3,ENG,3,ENG-019;ENG-028;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module unload,Module Unload,Module Unload,1,3,ENG,3,ENG-049;ENG-054;ENG-055,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module upgrade,Module Upgrade,Module Upgrade,1,3,ENG,2,ENG-028;ENG-066,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
module validate,module validate,module validate,1,4,ENG,2,ENG-007;ENG-028,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
money,Money,Money,1,4,ENG,3,ENG-031;ENG-035;ENG-061,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
motivacion,Motivación,Motivación,1,1,FND,1,FND-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
mttr,MTTR,MTTR,1,3,ENG,2,ENG-074;ENG-075,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
multi-tenancy,Multi-Tenancy,Multi-Tenancy,1,12,ENG,11,ENG-048;ENG-053;ENG-054;ENG-066;ENG-067;ENG-088;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
multi-tenancy engineering,Multi-Tenancy Engineering,Multi-Tenancy Engineering,1,3,ENG,2,ENG-047;ENG-048,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
multi-tenancy integration,Multi-Tenancy Integration,Multi-Tenancy Integration,1,10,ENG,10,ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-065;ENG-068;ENG-073,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
multiple provider,Multiple Providers,Multiple Providers,1,3,ENG,3,ENG-027;ENG-028;ENG-073,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
multiple sourc of truth,Multiple Sources of Truth,Multiple Sources of Truth,1,3,ENG,2,ENG-053;ENG-079,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
mutation testing,Mutation Testing,Mutation Testing,1,4,ENG,4,ENG-009;ENG-035;ENG-036;ENG-046,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
n+1,N+1,N+1,1,4,ENG,3,ENG-026;ENG-043;ENG-073,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
n+1 query,N+1 Queries,N+1 Queries; N+1 Query,2,3,ENG,3,ENG-030;ENG-070;ENG-072,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
namespace collision,Namespace Collision,Namespace Collision,1,3,ENG,2,ENG-049;ENG-057,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
namespace ownership,Namespace Ownership,Namespace Ownership,1,4,ENG,4,ENG-013;ENG-020;ENG-037;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
negative cache,Negative Cache,Negative Cache,1,3,ENG,3,ENG-046;ENG-058;ENG-078,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
no,No,No,1,27,ARQ;ENG,24,ARQ-013;ARQ-017;ENG-000;ENG-003;ENG-007;ENG-010;ENG-011;ENG-018;ENG-019;ENG-022;ENG-028;ENG-029;ENG-035;ENG-037;ENG-044;ENG-064;ENG-073;ENG-075;ENG-076;ENG-077;ENG-078;ENG-080;ENG-085;ENG-086,DEFINICION_EXPLICITA,27,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
no responsabilidad,No responsabilidades,No Responsabilidades; No responsabilidades,2,5,ARQ;ENG,5,ARQ-004;ARQ-011;ARQ-012;ARQ-013;ENG-003,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
no todo service,No todo Service,No todo Service,1,2,ENG,2,ENG-054;ENG-060,DEFINICION_EXPLICITA,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
noisy neighbor,Noisy Neighbor,Noisy Neighbor,1,7,ENG,5,ENG-048;ENG-054;ENG-070;ENG-071;ENG-073,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
non compliant,NON COMPLIANT,NON COMPLIANT,1,4,ENG,2,ENG-081;ENG-083,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
non-repeatable read,Non-Repeatable Read,Non-Repeatable Read,1,3,ENG,3,ENG-038;ENG-042;ENG-078,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
none,none,NONE; none,2,3,ENG,2,ENG-038;ENG-045,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
normalization,Normalization,Normalization,1,5,ENG,5,ENG-020;ENG-036;ENG-080;ENG-093;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
normalmente,Normalmente,Normalmente,1,5,ENG,4,ENG-031;ENG-036;ENG-044;ENG-079,DEFINICION_EXPLICITA,5,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
not applicable,NOT APPLICABLE,NOT APPLICABLE; Not Applicable,2,6,ENG,3,ENG-016;ENG-051;ENG-083,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
nuestra mision,Nuestra misión,Nuestra misión,1,1,FND,1,FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
objetivo,Objetivos,Objetivos,1,28,ARQ;ENG;FND,28,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-000;ENG-001;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;FND-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
objetivo estrategico,Objetivos estratégicos,Objetivos estratégicos,1,1,FND,1,FND-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
obligation,Obligation,Obligation; Obligations,2,3,ENG,3,ENG-046;ENG-051;ENG-083,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
observabilidad,Observabilidad,Observabilidad,1,9,ARQ;ENG,9,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-000;ENG-002;ENG-008,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
observability,Observability,Observability,1,33,ENG,32,ENG-015;ENG-022;ENG-023;ENG-025;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-044;ENG-045;ENG-046;ENG-047;ENG-049;ENG-050;ENG-051;ENG-052;ENG-054;ENG-056;ENG-089;ENG-090;ENG-092;ENG-093,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
observability integration,Observability Integration,Observability Integration,1,4,ENG,4,ENG-010;ENG-026;ENG-048;ENG-050,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
operation id,Operation ID,Operation ID,1,4,ENG,4,ENG-010;ENG-013;ENG-034;ENG-044,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
optimistic concurrency,Optimistic Concurrency,Optimistic Concurrency,1,6,ENG,6,ENG-030;ENG-038;ENG-042;ENG-052;ENG-053;ENG-078,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
optional capability,Optional Capability,Optional Capabilities; Optional Capability,2,4,ENG,4,ENG-019;ENG-039;ENG-061;ENG-068,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
optional component,Optional Component,Optional Component; Optional Components,2,3,ENG,3,ENG-025;ENG-036;ENG-055,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
optional dependency,Optional Dependency,Optional Dependencies; Optional Dependency,2,11,ENG,11,ENG-013;ENG-015;ENG-027;ENG-028;ENG-032;ENG-039;ENG-055;ENG-060;ENG-061;ENG-069;ENG-073,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
optional field,Optional Field,Optional Field,1,4,ENG,4,ENG-016;ENG-022;ENG-031;ENG-062,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
optional initial component,Optional Initial Components,Optional Initial Components,1,59,ENG,59,ENG-030;ENG-031;ENG-032;ENG-034;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-088;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
ordering,Ordering,Ordering,1,7,ENG,7,ENG-021;ENG-022;ENG-029;ENG-032;ENG-041;ENG-064;ENG-078,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
ordering test,Ordering Test,Ordering Test,1,4,ENG,4,ENG-022;ENG-041;ENG-061;ENG-064,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
origin,Origin,Origin,1,2,ENG,1,ENG-089,CODIGO_INLINE;DEFINICION_EXPLICITA,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
outbox,Outbox,Outbox,1,3,ENG,3,ENG-031;ENG-034;ENG-038,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
output,output,Outputs; output,2,2,ENG,2,ENG-008;ENG-021,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
